,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,name,zone,hardiness_zone
1273,,P,P,P,P,,,,,P,P,P,Capsicum,102,11b
1274,P,P,P,P,,,,,P,P,P,,Capsicum,103,12a
1275,P,P,P,P,,,,,P,P,P,,Capsicum,104,12b
1276,P,P,P,,,,,,,,,P,Capsicum,105,13a
1277,P,P,P,,,,,,,,,P,Capsicum,106,13b
1310,,,S,,,,,,,,,,Cardoon,111,4a
1311,,,,,T,,,,,,,,Cardoon,111,4a
1312,,,S,,,,,,,,,,Cardoon,112,4b
1313,,,,,T,,,,,,,,Cardoon,112,4b
1314,,,,P,,,,,,,,,Cardoon,11,5a
1315,,,,P,,,,,,,,,Cardoon,14,5b
1316,,,,P,,,,,,,,,Cardoon,16,6a
1317,,,,P,,,,,,,,,Cardoon,113,6b
1318,,,,P,,,,,,,,,Cardoon,10,7a
1319,,,,P,,,,,,,,,Cardoon,114,7b
1320,,,P,,,,,,,,P,,Cardoon,13,8a
1321,,,P,,,,,,,,P,,Cardoon,12,8b
1322,,P,,,,,,,,,,P,Cardoon,115,9a
1323,,P,,,,,,,,,,P,Cardoon,116,9b
1324,,P,,,,,,,,,,P,Cardoon,15,10a
1325,,P,,,,,,,,,,P,Cardoon,100,10b
1357,,,,P,P,P,P,,,,,,Carrot,107,2a
1358,,,,P,P,P,P,,,,,,Carrot,108,2b
1359,,,,P,P,P,,,,,,,Carrot,109,3a
1360,,,,P,P,P,,,,,,,Carrot,110,3b
1361,,,,P,P,P,P,,,,,,Carrot,111,4a
1362,,,,P,P,P,P,,,,,,Carrot,112,4b
1363,,,P,P,P,P,P,,,,,,Carrot,11,5a
1364,,,P,P,P,P,P,,,,,,Carrot,14,5b
1365,,,P,P,P,P,P,,,,,,Carrot,16,6a
1366,,,P,P,P,P,P,,,,,,Carrot,113,6b
1367,P,P,P,,,,,P,P,,,,Carrot,10,7a
1368,P,P,P,,,,,P,P,,,,Carrot,114,7b
1369,,P,P,,,,,P,P,,,,Carrot,13,8a
1370,,P,P,,,,,P,P,,,,Carrot,12,8b
1371,P,P,,,,,,,,P,P,P,Carrot,115,9a
1372,P,P,P,,,,,,P,P,P,P,Carrot,116,9b
1373,P,P,,,,,,,,P,P,P,Carrot,15,10a
1374,P,P,,,,,,,,P,P,P,Carrot,100,10b
1433,,S,S,,,,,,,,,,Cauliflower,107,2a
1434,,,,T,T,T,,,,,,,Cauliflower,107,2a
1435,,S,S,,,,,,,,,,Cauliflower,108,2b
1436,,,,T,T,T,,,,,,,Cauliflower,108,2b
1437,,S,S,,,,,,,,,,Cauliflower,109,3a
1438,,,,T,T,,,,,,,,Cauliflower,109,3a
1439,,,,,,P,,,,,,,Cauliflower,109,3a
1440,,S,S,,,,,,,,,,Cauliflower,110,3b
1441,,,,T,T,,,,,,,,Cauliflower,110,3b
1442,,,,,,P,,,,,,,Cauliflower,110,3b
1443,,S,S,,,,,,,,,,Cauliflower,111,4a
1444,,,,T,T,,,,,,,,Cauliflower,111,4a
1445,,,,,,P,,,,,,,Cauliflower,111,4a
1446,,S,S,,,,,,,,,,Cauliflower,112,4b
1447,,,,T,T,,,,,,,,Cauliflower,112,4b
1448,,,,,P,P,,,,,,,Cauliflower,112,4b
1449,,S,S,,,,,,,,,,Cauliflower,11,5a
1450,,,,T,,,,,,,,,Cauliflower,11,5a
1451,,,,P,,,,,,,,,Cauliflower,11,5a
1452,,S,S,,,,,,,,,,Cauliflower,14,5b
1453,,,,T,,,,,,,,,Cauliflower,14,5b
1454,,,,P,,,,,,,,,Cauliflower,14,5b
1455,,,S,,,,,,,,,,Cauliflower,16,6a
1456,,,,T,T,,,,,,,,Cauliflower,16,6a
1457,,,,P,P,,,P,,,,,Cauliflower,16,6a
1458,,,S,,,,,,,,,,Cauliflower,113,6b
1459,,,,T,T,,,,,,,,Cauliflower,113,6b
1460,,,,P,P,,,P,,,,,Cauliflower,113,6b
1461,,S,,,,,,,,,,,Cauliflower,10,7a
1462,,,T,,,,,,,,,,Cauliflower,10,7a
1463,,,P,P,,,P,P,,,,,Cauliflower,10,7a
1464,,P,P,P,,,,P,P,,,,Cauliflower,114,7b
1465,S,,,,,,,,,,,,Cauliflower,13,8a
1466,,T,T,,,,,,,,,,Cauliflower,13,8a
1467,,,P,,,,,P,,,,,Cauliflower,13,8a
1468,S,,,,,,,,,,,,Cauliflower,12,8b
1469,,T,T,,,,,,,,,,Cauliflower,12,8b
1470,,,P,,,,,P,,,,,Cauliflower,12,8b
1471,,,,,,,,S,,,,,Cauliflower,115,9a
1472,,,,,,,,,T,,,,Cauliflower,115,9a
1473,,,,,,,,,S,,,,Cauliflower,116,9b
1474,,,,,,,,,,T,,,Cauliflower,116,9b
1475,P,,,,,,,,,P,P,P,Cauliflower,15,10a
1476,P,,,,,,,,,P,P,P,Cauliflower,100,10b
1535,,,S,,,,,,,,,,Celeriac,111,4a
1536,,,,,T,,,,,,,,Celeriac,111,4a
1537,,,,,P,,,,,,,,Celeriac,111,4a
1538,,,S,,,,,,,,,,Celeriac,112,4b
1539,,,,,T,T,,,,,,,Celeriac,112,4b
1540,,,,,P,P,,,,,,,Celeriac,112,4b
1541,,,S,,,,,,,,,,Celeriac,11,5a
1542,,,,,T,,,,,,,,Celeriac,11,5a
1543,,,,,P,,,,,,,,Celeriac,11,5a
1544,,,S,,,,,,,,,,Celeriac,14,5b
1545,,,,,T,,,,,,,,Celeriac,14,5b
1546,,,,,P,,,,,,,,Celeriac,14,5b
1547,S,S,,,,,,,,,,,Celeriac,16,6a
1548,,,T,,,,,,,,,,Celeriac,16,6a
1549,,,P,P,,,,,,,,,Celeriac,16,6a
1550,,,S,S,,,,,,,,,Celeriac,113,6b
1551,,,,,T,,,,,,,,Celeriac,113,6b
1552,,,,,P,,,,,,,,Celeriac,113,6b
1553,,S,S,,,,,,,,,,Celeriac,10,7a
1554,,,,T,,,,,,,,,Celeriac,10,7a
1555,,,,P,P,,,,P,,,,Celeriac,10,7a
1556,,S,S,,,,,,,,,,Celeriac,114,7b
1557,,,,T,,,,,,,,,Celeriac,114,7b
1558,,,,P,P,,,,P,,,,Celeriac,114,7b
1559,S,S,,,,,,,,,,,Celeriac,13,8a
1560,,,T,,,,,,,,,,Celeriac,13,8a
1561,,,P,P,,,,,,,,,Celeriac,13,8a
1562,S,S,,,,,,,,,,,Celeriac,12,8b
1563,,,T,,,,,,,,,,Celeriac,12,8b
1564,,,P,P,,,,,,,,,Celeriac,12,8b
1565,S,,,,,,,,,,,S,Celeriac,115,9a
1566,,T,,,,,,,,,,,Celeriac,115,9a
1567,,P,P,,,,,,,,,,Celeriac,115,9a
1568,S,,,,,,,,,,,S,Celeriac,116,9b
1569,,T,,,,,,,,,,,Celeriac,116,9b
1570,,P,P,,,,,,,,,,Celeriac,116,9b
1571,S,,,,,,,,,,,S,Celeriac,15,10a
1572,,T,,,,,,,,,,,Celeriac,15,10a
1573,,P,P,,,,,,,,,,Celeriac,15,10a
1574,S,,,,,,,,,,,S,Celeriac,100,10b
1575,,T,,,,,,,,,,,Celeriac,100,10b
1576,,P,P,,,,,,,,,,Celeriac,100,10b
1637,,,S,,,,,,,,,,Celery,107,2a
1638,,,,,T,,,,,,,,Celery,107,2a
1639,,,S,,,,,,,,,,Celery,108,2b
1640,,,,,T,,,,,,,,Celery,108,2b
1641,,,S,,,,,,,,,,Celery,109,3a
1642,,,,,T,,,,,,,,Celery,109,3a
1643,,,S,,,,,,,,,,Celery,110,3b
1644,,,,,T,,,,,,,,Celery,110,3b
1645,,S,,,,,,,,,,,Celery,111,4a
1646,,,,,T,,,,,,,,Celery,111,4a
1647,,S,,,,,,,,,,,Celery,112,4b
1648,,,,,T,,,,,,,,Celery,112,4b
1649,,S,S,,,,,,,,,,Celery,11,5a
1650,,,,,T,T,,,,,,,Celery,11,5a
1651,,S,S,,,,,,,,,,Celery,14,5b
1652,,,,,T,T,,,,,,,Celery,14,5b
1653,S,S,,,,,,,,,,,Celery,16,6a
1654,,,,,T,T,,,,,,,Celery,16,6a
1655,,S,S,,,,,,,,,,Celery,113,6b
1656,,,,,T,T,,,,,,,Celery,113,6b
1657,S,S,,,,,,,,,,,Celery,10,7a
1658,,,,,T,,,,,,,,Celery,10,7a
1659,,,,,P,P,,,,,,,Celery,10,7a
1660,S,S,,,,,,,,,,,Celery,114,7b
1661,,,,T,T,T,,,,,,,Celery,114,7b
1662,,,,P,P,P,P,,,,,,Celery,114,7b
1663,S,,,,,,,,,,,S,Celery,13,8a
1664,,,P,P,,,,,,,,,Celery,13,8a
1665,S,,,,,,,,,,,S,Celery,12,8b
1666,,,P,P,,,,,,,,,Celery,12,8b
1667,,,,,,,,,,,S,S,Celery,115,9a
1668,T,T,,,,,,,,,,,Celery,115,9a
1669,,,,,,,,,,,S,S,Celery,116,9b
1670,T,T,,,,,,,,,,,Celery,116,9b
1671,,,,,,,,S,,,,,Celery,15,10a
1672,,,,,,,,,,T,,,Celery,15,10a
1673,,,,,,,,,,P,,,Celery,15,10a
1674,,,,,,,,S,,,,,Celery,100,10b
1675,,,,,,,,,,T,,,Celery,100,10b
1710,,,S,,,,,,,,,,Chicory,110,3b
1711,,,,,T,,,,,,,,Chicory,110,3b
1712,,,,S,,,,,,,,,Chicory,111,4a
1713,,,,,,T,,,,,,,Chicory,111,4a
1714,,,,S,,,,,,,,,Chicory,112,4b
1715,,,,,,T,,,,,,,Chicory,112,4b
1716,,,S,,,,,,,,,,Chicory,11,5a
1717,,,,,T,,,,,,,,Chicory,11,5a
1718,,,,P,P,,,,,,,,Chicory,11,5a
1719,,,S,,,,,,,,,,Chicory,14,5b
1720,,,,,T,,,,,,,,Chicory,14,5b
1721,,,,P,P,,,,,,,,Chicory,14,5b
1722,S,,,,,,,,,,,,Chicory,16,6a
1723,,,T,,,,,,,,,,Chicory,16,6a
1724,,,,,,,P,,,,,,Chicory,16,6a
1725,S,,,,,,,,,,,,Chicory,113,6b
1726,,,T,,,,,,,,,,Chicory,113,6b
1727,,,,,,,P,,,,,,Chicory,113,6b
1728,,S,,,,,,,,,,,Chicory,10,7a
1729,,,,T,,,,,,,,,Chicory,10,7a
1730,,S,,,,,,,,,,,Chicory,114,7b
1731,,,,T,,,,,,,,,Chicory,114,7b
1732,,,,,,,,,P,P,,,Chicory,13,8a
1733,,,,,,,,,P,P,,,Chicory,12,8b
1734,,,,,,,,,,,P,P,Chicory,115,9a
1735,,,,,,,,,,,P,P,Chicory,116,9b
1795,,,S,,,,,,,,,,Chilli peppers,107,2a
1796,,,,,T,T,,,,,,,Chilli peppers,107,2a
1797,,,S,,,,,,,,,,Chilli peppers,108,2b
1798,,,,,T,T,,,,,,,Chilli peppers,108,2b
1799,,,S,,,,,,,,,,Chilli peppers,109,3a
1800,,,,,T,T,,,,,,,Chilli peppers,109,3a
1801,,,S,,,,,,,,,,Chilli peppers,110,3b
1802,,,,,T,T,,,,,,,Chilli peppers,110,3b
1803,,,S,,,,,,,,,,Chilli peppers,111,4a
1804,,,,,T,,,,,,,,Chilli peppers,111,4a
1805,,,,,P,P,,,,,,,Chilli peppers,111,4a
1806,,,S,,,,,,,,,,Chilli peppers,112,4b
1807,,,,,T,,,,,,,,Chilli peppers,112,4b
1808,,,,,P,P,,,,,,,Chilli peppers,112,4b
1809,,,S,,,,,,,,,,Chilli peppers,11,5a
1810,,,,,T,T,,,,,,,Chilli peppers,11,5a
1811,,,,,P,P,,,,,,,Chilli peppers,11,5a
1812,,S,S,,,,,,,,,,Chilli peppers,14,5b
1813,,,,,T,T,,,,,,,Chilli peppers,14,5b
1814,,,,,P,P,,,,,,,Chilli peppers,14,5b
1815,,,S,,,,,,,,,,Chilli peppers,16,6a
1816,,,,T,T,,,,,,,,Chilli peppers,16,6a
1817,,,,P,P,,,,,,,,Chilli peppers,16,6a
1818,,,S,,,,,,,,,,Chilli peppers,113,6b
1819,,,,T,T,,,,,,,,Chilli peppers,113,6b
1820,,,,P,P,,,,,,,,Chilli peppers,113,6b
1821,,S,S,,,,,,,,,,Chilli peppers,10,7a
1822,,,,,T,T,,,,,,,Chilli peppers,10,7a
1823,,,,,P,P,,,,,,,Chilli peppers,10,7a
1824,,S,S,,,,,,,,,,Chilli peppers,114,7b
1825,,,,,T,T,,,,,,,Chilli peppers,114,7b
1826,,,,,P,P,,,,,,,Chilli peppers,114,7b
1827,S,S,,,,,,,,,,,Chilli peppers,13,8a
1828,,,,T,T,,,,,,,,Chilli peppers,13,8a
1829,,,,P,P,,,,,,,,Chilli peppers,13,8a
1830,S,S,,,,,,,,,,,Chilli peppers,12,8b
1831,,,,T,T,,,,,,,,Chilli peppers,12,8b
1832,,,,P,P,,,,,,,,Chilli peppers,12,8b
1833,S,S,,,,,,,,,,,Chilli peppers,115,9a
1834,,,,T,T,,,,,,,,Chilli peppers,115,9a
1835,,,P,P,P,,,,,,,,Chilli peppers,115,9a
1836,S,S,,,,,,,,,,,Chilli peppers,116,9b
1837,,,,T,T,,,,,,,,Chilli peppers,116,9b
1838,,,P,P,P,,,,,,,,Chilli peppers,116,9b
1839,S,,,,,,,,S,,,,Chilli peppers,15,10a
1840,,T,,,,,,,,T,T,,Chilli peppers,15,10a
1841,,P,P,,,,,,,P,P,P,Chilli peppers,15,10a
1842,S,,,,,,,,,,,,Chilli peppers,100,10b
1843,,T,,T,,,,,,,,,Chilli peppers,100,10b
1844,,P,P,P,,,,,,,,,Chilli peppers,100,10b
1845,P,P,P,,,,,,,,,,Chilli peppers,101,11a
1846,P,P,P,,,,,,,,,,Chilli peppers,102,11b
1847,P,P,P,,,,,,,,,,Chilli peppers,103,12a
1848,P,P,P,,,,,,,,,,Chilli peppers,104,12b
1849,P,P,P,,,,,,,,,,Chilli peppers,105,13a
1850,P,P,P,,,,,,,,,P,Chilli peppers,106,13b
1900,,,,,,S,,,,,,,Chinese cabbage,110,3b
1901,,,,,,,T,,,,,,Chinese cabbage,110,3b
1902,,,,,,,P,,,,,,Chinese cabbage,110,3b
1903,,,,,,S,,,,,,,Chinese cabbage,111,4a
1904,,,,,,,T,,,,,,Chinese cabbage,111,4a
1905,,,,,,,P,,,,,,Chinese cabbage,111,4a
1906,,,,,,S,,,,,,,Chinese cabbage,112,4b
1907,,,,,,,T,,,,,,Chinese cabbage,112,4b
1908,,,,,,,P,,,,,,Chinese cabbage,112,4b
1909,,,,,S,,,,,,,,Chinese cabbage,11,5a
1910,,,,,,T,,,,,,,Chinese cabbage,11,5a
1911,,,,,,P,,,,,,,Chinese cabbage,11,5a
1912,,,,,S,,,,,,,,Chinese cabbage,14,5b
1913,,,,,,T,,,,,,,Chinese cabbage,14,5b
1914,,,,,,P,,,,,,,Chinese cabbage,14,5b
1915,,,,,S,,,,,,,,Chinese cabbage,16,6a
1916,,,,,,T,,,,,,,Chinese cabbage,16,6a
1917,,,,,,P,P,,,,,,Chinese cabbage,16,6a
1918,,,,,S,,,,,,,,Chinese cabbage,113,6b
1919,,,,,,T,,,,,,,Chinese cabbage,113,6b
1920,,,,,,P,P,,,,,,Chinese cabbage,113,6b
1921,,,,,,,S,,,,,,Chinese cabbage,10,7a
1922,,,,,,,,T,,,,,Chinese cabbage,10,7a
1923,,,,,,,,P,,,,,Chinese cabbage,10,7a
1924,,,,,,,S,,,,,,Chinese cabbage,114,7b
1925,,,,,,,,T,,,,,Chinese cabbage,114,7b
1926,,,,,,,,P,,,,,Chinese cabbage,114,7b
1927,,,,,,,S,,,,,,Chinese cabbage,13,8a
1928,,,,,,,,T,,,,,Chinese cabbage,13,8a
1929,,,,,,,,P,,,,,Chinese cabbage,13,8a
1930,,,,,,,S,,,,,,Chinese cabbage,12,8b
1931,,,,,,,,T,,,,,Chinese cabbage,12,8b
1932,,,,,,,,P,,,,,Chinese cabbage,12,8b
1933,,,,,,,,,S,,,,Chinese cabbage,115,9a
1934,,,,,,,,,,P,,,Chinese cabbage,115,9a
1935,,,,,,,,,S,,,,Chinese cabbage,116,9b
1936,,,,,,,,,,P,,,Chinese cabbage,116,9b
1937,,,,,,,,,S,,,,Chinese cabbage,15,10a
1938,,,,,,,,,,T,,,Chinese cabbage,15,10a
1939,,,,,,,,,,P,,,Chinese cabbage,15,10a
1940,,,,,,,,,S,,,,Chinese cabbage,100,10b
1941,,,,,,,,,,P,,,Chinese cabbage,100,10b
1942,S,,,,,,,,,,,,Chinese cabbage,101,11a
1943,,P,,,,,,,,,,,Chinese cabbage,101,11a
1944,S,,,,,,,,,,,,Chinese cabbage,102,11b
1945,,P,,,,,,,,,,,Chinese cabbage,102,11b
2012,,,,S,,,,,,,,,Chives,110,3b
2013,,,,,,T,,,,,,,Chives,110,3b
2014,,,,,P,P,,,,,,,Chives,110,3b
2015,,,,S,,,,,,,,,Chives,111,4a
2016,,,,,,T,,,,,,,Chives,111,4a
2017,,,,,P,P,,,,,,,Chives,111,4a
2018,,,,S,,,,,,,,,Chives,112,4b
2019,,,,,,T,,,,,,,Chives,112,4b
2020,,,,,P,P,,,,,,,Chives,112,4b
2021,,,S,,,,S,,,,,,Chives,11,5a
2022,,,,,T,,,T,,,,,Chives,11,5a
2023,,,,P,P,,,,,,,,Chives,11,5a
2024,,,S,,,,S,,,,,,Chives,14,5b
2025,,,,,T,,,T,,,,,Chives,14,5b
2026,,,,P,P,,,,,,,,Chives,14,5b
2027,,,S,,,,S,,,,,,Chives,16,6a
2028,,,,,T,,,T,,,,,Chives,16,6a
2029,,,,P,P,,,,,,,,Chives,16,6a
2030,,,S,,,,S,,,,,,Chives,113,6b
2031,,,,,T,,,T,,,,,Chives,113,6b
2032,,,,P,P,,,,,,,,Chives,113,6b
2033,,,S,,,,,S,,,,,Chives,10,7a
2034,,,,,T,,,,,T,,,Chives,10,7a
2035,,,,P,P,,,,P,P,,,Chives,10,7a
2036,,,S,,,,,S,,,,,Chives,114,7b
2037,,,,,T,,,,,T,,,Chives,114,7b
2038,,,,P,P,,,,P,P,,,Chives,114,7b
2039,,S,,,,,,S,,,,,Chives,13,8a
2040,,,,T,,,,,,T,,,Chives,13,8a
2041,,,P,P,,,,,P,P,,,Chives,13,8a
2042,,S,,,,,S,,,,,,Chives,12,8b
2043,,,,T,,,,,T,,,,Chives,12,8b
2044,,,P,P,,,,P,P,,,,Chives,12,8b
2045,,S,,,,,,,,,,,Chives,115,9a
2046,,,T,,,,,,,,,,Chives,115,9a
2047,,,P,,,,,,,,,,Chives,115,9a
2048,,S,,,,,,,,,,,Chives,116,9b
2049,,,T,,,,,,,,,,Chives,116,9b
2050,,,P,,,,,,,,,,Chives,116,9b
2051,,,,,,,,S,,,,,Chives,15,10a
2052,,,,,,,,,T,,,,Chives,15,10a
2053,,,,,,,,,P,P,P,P,Chives,15,10a
2054,,,,,,,,,S,,,,Chives,100,10b
2055,,,,,,,,,,T,,,Chives,100,10b
2056,,,,,,,,,,P,P,P,Chives,100,10b
2057,P,P,,,,,,,,,,,Chives,101,11a
2072,,,,P,,,,,,,,,Choko/Chayote,115,9a
2073,,,,P,,,,,,,,,Choko/Chayote,116,9b
2074,,,P,,,,,,,,,,Choko/Chayote,15,10a
2075,,,P,,,,,,,,,,Choko/Chayote,100,10b
2076,,P,,,,,,,,,,,Choko/Chayote,101,11a
2077,,P,,,,,,,,,,,Choko/Chayote,102,11b
2078,,P,,,,,,,,,,,Choko/Chayote,103,12a
2079,,P,,,,,,,,,,,Choko/Chayote,104,12b
2080,P,,,,,,,,,,,,Choko/Chayote,105,13a
2081,P,,,,,,,,,,,,Choko/Chayote,106,13b
2123,,,S,,,,,,,,,,Collards,107,2a
2124,,,,,T,,,,,,,,Collards,107,2a
2125,,,,P,P,P,P,,,,,,Collards,107,2a
2126,,,S,,,,,,,,,,Collards,108,2b
2127,,,,,T,,,,,,,,Collards,108,2b
2128,,,,P,P,P,P,,,,,,Collards,108,2b
2129,,,,P,P,P,,,,,,,Collards,109,3a
2130,,,,P,P,P,,,,,,,Collards,110,3b
2131,,,,P,P,P,,,,,,,Collards,111,4a
2132,,,,P,P,P,,,,,,,Collards,112,4b
2133,,,S,,,,,,,,,,Collards,11,5a
2134,,,,T,,,,,,,,,Collards,11,5a
2135,,,,P,P,,,,,,,,Collards,11,5a
2136,,,S,,,,,,,,,,Collards,14,5b
2137,,,,T,,,,,,,,,Collards,14,5b
2138,,,,P,P,,,,,,,,Collards,14,5b
2139,,,S,,,,,,,,,,Collards,16,6a
2140,,,,T,T,,,,,,,,Collards,16,6a
2141,,,,P,P,,P,P,,,,,Collards,16,6a
2142,,,S,,,,,,,,,,Collards,113,6b
2143,,,,T,T,,,,,,,,Collards,113,6b
2144,,,,P,P,,P,P,,,,,Collards,113,6b
2145,,P,P,,,,,P,P,,,,Collards,10,7a
2146,,P,P,P,,,,P,P,,,,Collards,114,7b
2147,,P,P,,,,,P,P,,,,Collards,13,8a
2148,,P,P,,,,,P,P,,,,Collards,12,8b
2149,,,,,,,S,,,,,,Collards,115,9a
2150,,,,,,,,,T,T,T,,Collards,115,9a
2151,,P,P,,,,,,P,P,,,Collards,115,9a
2152,,,,,,,S,,,,,,Collards,116,9b
2153,,,,,,,,,T,,,,Collards,116,9b
2154,,P,P,,,,,,P,P,,,Collards,116,9b
2155,P,P,,,,,,,P,P,P,P,Collards,15,10a
2156,,,,,,,S,,,,,,Collards,100,10b
2157,,,,,,,,T,T,,,,Collards,100,10b
2158,P,P,,,,,,P,P,P,P,P,Collards,100,10b
2204,,,,S,,,,,,,,,Coriander,110,3b
2205,,,,,,T,,,,,,,Coriander,110,3b
2206,,,,,P,P,,,,,,,Coriander,110,3b
2207,,,,S,,,,,,,,,Coriander,111,4a
2208,,,,,,T,,,,,,,Coriander,111,4a
2209,,,,,P,P,,,,,,,Coriander,111,4a
2210,,,,S,,,,,,,,,Coriander,112,4b
2211,,,,,,T,,,,,,,Coriander,112,4b
2212,,,,,P,P,,,,,,,Coriander,112,4b
2213,,,S,,,,,,,,,,Coriander,11,5a
2214,,,,,T,,,,,,,,Coriander,11,5a
2215,,,,P,P,,,,,,,,Coriander,11,5a
2216,,,S,,,,,,,,,,Coriander,14,5b
2217,,,,,T,,,,,,,,Coriander,14,5b
2218,,,,P,P,,,,,,,,Coriander,14,5b
2219,,,S,,,,,,,,,,Coriander,16,6a
2220,,,,,T,,,,,,,,Coriander,16,6a
2221,,,,P,P,,,,,,,,Coriander,16,6a
2222,,,S,,,,,,,,,,Coriander,113,6b
2223,,,,,T,,,,,,,,Coriander,113,6b
2224,,,,P,P,,,,,,,,Coriander,113,6b
2225,,,S,,,,,,,,,,Coriander,10,7a
2226,,,,,T,,,,,,,,Coriander,10,7a
2227,,,,P,P,,,,,,,,Coriander,10,7a
2228,,,S,,,,,,,,,,Coriander,114,7b
2229,,,,,T,,,,,,,,Coriander,114,7b
2230,,,,P,P,,,,,,,,Coriander,114,7b
2231,,S,,,,,,,,,,,Coriander,13,8a
2232,,,,T,,,,,,,,,Coriander,13,8a
2233,,,P,P,,,,,,,,,Coriander,13,8a
2234,,S,,,,,,,,,,,Coriander,12,8b
2235,,,,T,,,,,,,,,Coriander,12,8b
2236,,,P,P,,,,,,,,,Coriander,12,8b
2237,S,,,,,,,,,,,,Coriander,115,9a
2238,,,T,,,,,,,,,,Coriander,115,9a
2239,,P,P,,,,,,,,,,Coriander,115,9a
2240,S,,,,,,,,,,,,Coriander,116,9b
2241,,,T,,,,,,,,,,Coriander,116,9b
2242,,P,P,,,,,,,,,,Coriander,116,9b
2243,S,,,,,,,,,,,,Coriander,15,10a
2244,,,T,,,,,,,,,,Coriander,15,10a
2245,,P,P,,,,,,,,,,Coriander,15,10a
2246,S,,,,,,,,,,,,Coriander,100,10b
2247,,,T,,,,,,,,,,Coriander,100,10b
2248,,P,P,,,,,,,,,,Coriander,100,10b
2249,P,P,,,,,,,,,,,Coriander,101,11a
2250,P,P,,,,,,,,,,,Coriander,102,11b
2251,,,,,,,,,,,,P,Coriander,103,12a
2252,P,,,,,,,,,,,,Coriander,104,12b
2282,,,,P,,,,,,,,,Corn Salad,107,2a
2283,,,,P,,,,,,,,,Corn Salad,108,2b
2284,,,P,,,,,,,,,,Corn Salad,109,3a
2285,,,P,,,,,,,,,,Corn Salad,110,3b
2286,,,P,,,,,,,,,,Corn Salad,111,4a
2287,,,P,,,,,,,,,,Corn Salad,112,4b
2288,,,P,,,,,,,,,,Corn Salad,11,5a
2289,,,P,,,,,,,,,,Corn Salad,14,5b
2290,,,P,P,,,,,,,,,Corn Salad,16,6a
2291,,,P,P,,,,,,,,,Corn Salad,113,6b
2292,,P,,,,,,,,P,,,Corn Salad,10,7a
2293,,P,,,,,,,,P,,,Corn Salad,114,7b
2294,,P,P,,,,,,,,P,,Corn Salad,13,8a
2295,,P,P,,,,,,,,P,,Corn Salad,12,8b
2296,P,,,,,,,,,,,P,Corn Salad,115,9a
2297,P,,,,,,,,,,,P,Corn Salad,116,9b
2305,,,,P,P,,,,,,,,Cowpeas,11,5a
2306,,,,P,P,,,,,,,,Cowpeas,14,5b
2307,,,,P,P,,,,,,,,Cowpeas,16,6a
2308,,,,P,P,,,,,,,,Cowpeas,113,6b
2309,,,,P,P,,,,,,,,Cowpeas,10,7a
2310,,,,P,P,P,,,,,,,Cowpeas,114,7b
2311,,,P,P,P,,,,,,,,Cowpeas,13,8a
2312,,,P,P,P,,,,,,,,Cowpeas,12,8b
2313,,,P,P,P,P,P,P,,,,,Cowpeas,115,9a
2314,,,P,P,P,P,P,P,,,,,Cowpeas,116,9b
2315,,,,P,P,P,P,P,,,,,Cowpeas,15,10a
2316,,,P,P,P,P,P,P,,,,,Cowpeas,100,10b
2380,,,,S,,,,,,,,,Cucumber,107,2a
2381,,,,,T,T,,,,,,,Cucumber,107,2a
2382,,,,S,,,,,,,,,Cucumber,108,2b
2383,,,,,T,T,,,,,,,Cucumber,108,2b
2384,,,,S,S,,,,,,,,Cucumber,109,3a
2385,,,,,T,T,T,,,,,,Cucumber,109,3a
2386,,,,,P,P,,,,,,,Cucumber,109,3a
2387,,,,S,S,,,,,,,,Cucumber,110,3b
2388,,,,,T,T,T,,,,,,Cucumber,110,3b
2389,,,,,P,P,,,,,,,Cucumber,110,3b
2390,,,,S,S,,,,,,,,Cucumber,111,4a
2391,,,,,T,T,T,,,,,,Cucumber,111,4a
2392,,,,,P,P,,,,,,,Cucumber,111,4a
2393,,,,S,S,,,,,,,,Cucumber,112,4b
2394,,,,,T,T,T,,,,,,Cucumber,112,4b
2395,,,,,P,P,,,,,,,Cucumber,112,4b
2396,,,,S,S,,,,,,,,Cucumber,11,5a
2397,,,,,T,T,T,,,,,,Cucumber,11,5a
2398,,,,,P,P,,,,,,,Cucumber,11,5a
2399,,,,S,S,,,,,,,,Cucumber,14,5b
2400,,,,,T,T,T,,,,,,Cucumber,14,5b
2401,,,,,P,P,,,,,,,Cucumber,14,5b
2402,,,,S,S,,,,,,,,Cucumber,16,6a
2403,,,,,T,T,T,,,,,,Cucumber,16,6a
2404,,,,,P,P,,,,,,,Cucumber,16,6a
2405,,,,S,S,,,,,,,,Cucumber,113,6b
2406,,,,,T,T,T,,,,,,Cucumber,113,6b
2407,,,,,P,P,,,,,,,Cucumber,113,6b
2408,,,S,S,S,,,,,,,,Cucumber,10,7a
2409,,,,T,T,T,T,,,,,,Cucumber,10,7a
2410,,,,P,P,P,,,,,,,Cucumber,10,7a
2411,,,S,S,S,,,,,,,,Cucumber,114,7b
2412,,,,T,T,T,T,,,,,,Cucumber,114,7b
2413,,,,P,P,P,,,,,,,Cucumber,114,7b
2414,,S,S,S,S,,,,,,,,Cucumber,13,8a
2415,,,,T,T,T,T,,,,,,Cucumber,13,8a
2416,,,,P,P,P,,,,,,,Cucumber,13,8a
